Sample	Passed Filter	Low Quality	Too Many N	Too Short	Too Long
EASI257_L4_polyg	1986664.0	0.0	0.0	1160.0	0.0
EASI258_L1_polyg	2240464.0	0.0	0.0	1052.0	0.0
EASI258_L2_polyg	2162530.0	0.0	0.0	872.0	0.0
EASI258_L3_polyg	2173380.0	0.0	0.0	1128.0	0.0
EASI258_L4_polyg	1854650.0	0.0	0.0	1000.0	0.0
EASI259_L1_polyg	2681994.0	0.0	0.0	1290.0	0.0
EASI259_L2_polyg	2570914.0	0.0	0.0	1078.0	0.0
EASI259_L3_polyg	2601226.0	0.0	0.0	1360.0	0.0
EASI259_L4_polyg	2196234.0	0.0	0.0	1278.0	0.0
EASI260_L1_polyg	2291816.0	0.0	0.0	1308.0	0.0
EASI260_L2_polyg	2213072.0	0.0	0.0	1204.0	0.0
EASI260_L3_polyg	2222258.0	0.0	0.0	1388.0	0.0
EASI260_L4_polyg	1996408.0	0.0	0.0	1436.0	0.0
EASI261_L1_polyg	2438286.0	0.0	0.0	902.0	0.0
EASI261_L2_polyg	2348064.0	0.0	0.0	916.0	0.0
EASI261_L3_polyg	2370622.0	0.0	0.0	950.0	0.0
EASI261_L4_polyg	2037748.0	0.0	0.0	1050.0	0.0
EASI262_L1_polyg	2273776.0	0.0	0.0	970.0	0.0
EASI262_L2_polyg	2185222.0	0.0	0.0	836.0	0.0
EASI262_L3_polyg	2193698.0	0.0	0.0	958.0	0.0
EASI262_L4_polyg	1868592.0	0.0	0.0	948.0	0.0
EASI263_L1_polyg	2317480.0	0.0	0.0	678.0	0.0
EASI263_L2_polyg	2230794.0	0.0	0.0	584.0	0.0
EASI263_L3_polyg	2248290.0	0.0	0.0	568.0	0.0
EASI263_L4_polyg	2014904.0	0.0	0.0	664.0	0.0
EASI264_L1_polyg	2010788.0	0.0	0.0	1114.0	0.0
EASI264_L2_polyg	1930276.0	0.0	0.0	890.0	0.0
EASI264_L3_polyg	1943476.0	0.0	0.0	1152.0	0.0
EASI264_L4_polyg	1662358.0	0.0	0.0	1044.0	0.0
EASI265_L1_polyg	2207372.0	0.0	0.0	1326.0	0.0
EASI265_L2_polyg	2120940.0	0.0	0.0	1290.0	0.0
EASI265_L3_polyg	2123472.0	0.0	0.0	1234.0	0.0
EASI265_L4_polyg	1872832.0	0.0	0.0	1432.0	0.0
EASI266_L1_polyg	2766006.0	0.0	0.0	1362.0	0.0
EASI266_L2_polyg	2684662.0	0.0	0.0	1298.0	0.0
EASI266_L3_polyg	2696670.0	0.0	0.0	1398.0	0.0
EASI266_L4_polyg	2281602.0	0.0	0.0	1412.0	0.0
EASI267_L1_polyg	2443718.0	0.0	0.0	1464.0	0.0
EASI267_L2_polyg	2345186.0	0.0	0.0	1056.0	0.0
EASI267_L3_polyg	2367274.0	0.0	0.0	1350.0	0.0
EASI267_L4_polyg	2032034.0	0.0	0.0	1312.0	0.0
EASI268_L1_polyg	2413136.0	0.0	0.0	1458.0	0.0
EASI268_L2_polyg	2333576.0	0.0	0.0	1146.0	0.0
EASI268_L3_polyg	2354126.0	0.0	0.0	1376.0	0.0
EASI268_L4_polyg	2107866.0	0.0	0.0	1358.0	0.0
EASI269_L1_polyg	2418678.0	0.0	0.0	804.0	0.0
EASI269_L2_polyg	2347612.0	0.0	0.0	700.0	0.0
EASI269_L3_polyg	2360556.0	0.0	0.0	946.0	0.0
EASI269_L4_polyg	2084806.0	0.0	0.0	806.0	0.0
EASI270_L1_polyg	2133716.0	0.0	0.0	850.0	0.0
EASI270_L2_polyg	2066014.0	0.0	0.0	1486.0	0.0
EASI270_L3_polyg	2073268.0	0.0	0.0	906.0	0.0
EASI270_L4_polyg	1820660.0	0.0	0.0	1630.0	0.0
EASI271_L1_polyg	2442560.0	0.0	0.0	1442.0	0.0
EASI271_L2_polyg	2360550.0	0.0	0.0	1482.0	0.0
EASI271_L3_polyg	2369958.0	0.0	0.0	1520.0	0.0
EASI271_L4_polyg	2006390.0	0.0	0.0	1596.0	0.0
EASI272_L1_polyg	2635576.0	0.0	0.0	1100.0	0.0
EASI272_L2_polyg	2525404.0	0.0	0.0	1056.0	0.0
EASI272_L3_polyg	2565760.0	0.0	0.0	1092.0	0.0
EASI272_L4_polyg	2272778.0	0.0	0.0	1226.0	0.0
EASI273_L1_polyg	2536034.0	0.0	0.0	1496.0	0.0
EASI273_L2_polyg	2438558.0	0.0	0.0	1468.0	0.0
EASI273_L3_polyg	2463734.0	0.0	0.0	1678.0	0.0
EASI273_L4_polyg	2196946.0	0.0	0.0	1792.0	0.0
EASI274_L1_polyg	2745602.0	0.0	0.0	1986.0	0.0
EASI274_L2_polyg	2659530.0	0.0	0.0	1880.0	0.0
EASI274_L3_polyg	2673898.0	0.0	0.0	2160.0	0.0
EASI274_L4_polyg	2269558.0	0.0	0.0	2162.0	0.0
EASI275_L1_polyg	3192184.0	0.0	0.0	2994.0	0.0
EASI275_L2_polyg	3079224.0	0.0	0.0	3018.0	0.0
EASI275_L3_polyg	3099240.0	0.0	0.0	3116.0	0.0
EASI275_L4_polyg	2613908.0	0.0	0.0	2998.0	0.0
EASI276_L1_polyg	2371440.0	0.0	0.0	1912.0	0.0
EASI276_L2_polyg	2278706.0	0.0	0.0	2068.0	0.0
EASI276_L3_polyg	2302482.0	0.0	0.0	2024.0	0.0
EASI276_L4_polyg	1953810.0	0.0	0.0	2186.0	0.0
EASI277_L1_polyg	1831990.0	0.0	0.0	1266.0	0.0
EASI277_L2_polyg	1756576.0	0.0	0.0	1264.0	0.0
EASI277_L3_polyg	1777078.0	0.0	0.0	1402.0	0.0
EASI277_L4_polyg	1531572.0	0.0	0.0	1422.0	0.0
EASI278_L1_polyg	2146392.0	0.0	0.0	850.0	0.0
EASI278_L2_polyg	2065032.0	0.0	0.0	828.0	0.0
EASI278_L3_polyg	2086310.0	0.0	0.0	870.0	0.0
EASI278_L4_polyg	1735618.0	0.0	0.0	1030.0	0.0
EASI279_L1_polyg	2240892.0	0.0	0.0	1524.0	0.0
EASI279_L2_polyg	2144896.0	0.0	0.0	1474.0	0.0
EASI279_L3_polyg	2160244.0	0.0	0.0	1658.0	0.0
EASI279_L4_polyg	1741138.0	0.0	0.0	1566.0	0.0
EASI280_L1_polyg	2537186.0	0.0	0.0	1314.0	0.0
EASI280_L2_polyg	2449386.0	0.0	0.0	1242.0	0.0
EASI280_L3_polyg	2463156.0	0.0	0.0	1410.0	0.0
EASI280_L4_polyg	2211346.0	0.0	0.0	1478.0	0.0
EASI281_L1_polyg	2692382.0	0.0	0.0	1874.0	0.0
EASI281_L2_polyg	2600906.0	0.0	0.0	2004.0	0.0
EASI281_L3_polyg	2608660.0	0.0	0.0	2090.0	0.0
EASI281_L4_polyg	2310820.0	0.0	0.0	2290.0	0.0
EASI282_L1_polyg	2060732.0	0.0	0.0	668.0	0.0
EASI282_L2_polyg	1981564.0	0.0	0.0	566.0	0.0
EASI282_L3_polyg	1999142.0	0.0	0.0	704.0	0.0
EASI282_L4_polyg	1739642.0	0.0	0.0	746.0	0.0
EASI283_L1_polyg	2172850.0	0.0	0.0	740.0	0.0
EASI283_L2_polyg	2098944.0	0.0	0.0	798.0	0.0
EASI283_L3_polyg	2109032.0	0.0	0.0	762.0	0.0
EASI283_L4_polyg	1882048.0	0.0	0.0	860.0	0.0
EASI284_L1_polyg	2986200.0	0.0	0.0	1166.0	0.0
EASI284_L2_polyg	2903282.0	0.0	0.0	1298.0	0.0
EASI284_L3_polyg	2907348.0	0.0	0.0	1162.0	0.0
EASI284_L4_polyg	2623048.0	0.0	0.0	1320.0	0.0
EASI285_L1_polyg	2575634.0	0.0	0.0	926.0	0.0
EASI285_L2_polyg	2493062.0	0.0	0.0	990.0	0.0
EASI285_L3_polyg	2499426.0	0.0	0.0	884.0	0.0
EASI285_L4_polyg	2179664.0	0.0	0.0	1048.0	0.0
EASI286_L1_polyg	2343386.0	0.0	0.0	1134.0	0.0
EASI286_L2_polyg	2243130.0	0.0	0.0	1584.0	0.0
EASI286_L3_polyg	2259702.0	0.0	0.0	1190.0	0.0
EASI286_L4_polyg	1907760.0	0.0	0.0	1674.0	0.0
EASI287_L1_polyg	2414944.0	0.0	0.0	1310.0	0.0
EASI287_L2_polyg	2332024.0	0.0	0.0	1566.0	0.0
EASI287_L3_polyg	2340790.0	0.0	0.0	1320.0	0.0
EASI287_L4_polyg	2011412.0	0.0	0.0	1656.0	0.0
EASI288_L1_polyg	2219822.0	0.0	0.0	1054.0	0.0
EASI288_L2_polyg	2139650.0	0.0	0.0	1442.0	0.0
EASI288_L3_polyg	2157762.0	0.0	0.0	1076.0	0.0
EASI288_L4_polyg	1886482.0	0.0	0.0	1596.0	0.0
EASI290_L1_polyg	2166212.0	0.0	0.0	654.0	0.0
EASI290_L2_polyg	2098030.0	0.0	0.0	580.0	0.0
EASI290_L3_polyg	2117544.0	0.0	0.0	640.0	0.0
EASI290_L4_polyg	1796004.0	0.0	0.0	574.0	0.0
EASI291_L1_polyg	2234590.0	0.0	0.0	678.0	0.0
EASI291_L2_polyg	2164172.0	0.0	0.0	672.0	0.0
EASI291_L3_polyg	2181092.0	0.0	0.0	712.0	0.0
EASI291_L4_polyg	1858048.0	0.0	0.0	682.0	0.0
EASI292_L1_polyg	2503802.0	0.0	0.0	1152.0	0.0
EASI292_L2_polyg	2412722.0	0.0	0.0	988.0	0.0
EASI292_L3_polyg	2443540.0	0.0	0.0	1170.0	0.0
EASI292_L4_polyg	2052166.0	0.0	0.0	1260.0	0.0
EASI293_L1_polyg	2323808.0	0.0	0.0	1758.0	0.0
EASI293_L2_polyg	2242812.0	0.0	0.0	1564.0	0.0
EASI293_L3_polyg	2260922.0	0.0	0.0	1688.0	0.0
EASI293_L4_polyg	1960006.0	0.0	0.0	1836.0	0.0
EASI294_L1_polyg	2573716.0	0.0	0.0	936.0	0.0
EASI294_L2_polyg	2472532.0	0.0	0.0	822.0	0.0
EASI294_L3_polyg	2489426.0	0.0	0.0	928.0	0.0
EASI294_L4_polyg	2064270.0	0.0	0.0	948.0	0.0
EASI295_L1_polyg	2347760.0	0.0	0.0	1480.0	0.0
EASI295_L2_polyg	2261264.0	0.0	0.0	1360.0	0.0
EASI295_L3_polyg	2263238.0	0.0	0.0	1566.0	0.0
EASI295_L4_polyg	1943982.0	0.0	0.0	1434.0	0.0
EASI296_L1_polyg	2350782.0	0.0	0.0	870.0	0.0
EASI296_L2_polyg	2264624.0	0.0	0.0	760.0	0.0
EASI296_L3_polyg	2274346.0	0.0	0.0	948.0	0.0
EASI296_L4_polyg	2040874.0	0.0	0.0	822.0	0.0
EASI297_L1_polyg	2646226.0	0.0	0.0	1460.0	0.0
EASI297_L2_polyg	2534638.0	0.0	0.0	1316.0	0.0
EASI297_L3_polyg	2556944.0	0.0	0.0	1478.0	0.0
EASI297_L4_polyg	1978140.0	0.0	0.0	1332.0	0.0
EASI298_L1_polyg	1849732.0	0.0	0.0	1044.0	0.0
EASI298_L2_polyg	1775258.0	0.0	0.0	838.0	0.0
EASI298_L3_polyg	1792254.0	0.0	0.0	1042.0	0.0
EASI298_L4_polyg	1491604.0	0.0	0.0	1008.0	0.0
EASI299_L1_polyg	2176344.0	0.0	0.0	948.0	0.0
EASI299_L2_polyg	2096836.0	0.0	0.0	800.0	0.0
EASI299_L3_polyg	2101638.0	0.0	0.0	934.0	0.0
EASI299_L4_polyg	1841992.0	0.0	0.0	926.0	0.0
EASI300_L1_polyg	2388372.0	0.0	0.0	1212.0	0.0
EASI300_L2_polyg	2299962.0	0.0	0.0	1064.0	0.0
EASI300_L3_polyg	2315264.0	0.0	0.0	1240.0	0.0
EASI300_L4_polyg	1911426.0	0.0	0.0	1100.0	0.0
EASI301_L1_polyg	2435558.0	0.0	0.0	970.0	0.0
EASI301_L2_polyg	2331188.0	0.0	0.0	872.0	0.0
EASI301_L3_polyg	2355976.0	0.0	0.0	1022.0	0.0
EASI301_L4_polyg	2006944.0	0.0	0.0	1018.0	0.0
EASI302_L1_polyg	2601538.0	0.0	0.0	648.0	0.0
EASI302_L2_polyg	2515836.0	0.0	0.0	564.0	0.0
EASI302_L3_polyg	2527636.0	0.0	0.0	630.0	0.0
EASI302_L4_polyg	2107488.0	0.0	0.0	740.0	0.0
Pool-1-001-AZP-80_S1_L1_polyg	844.0	0.0	0.0	2.0	0.0
Pool-1-002-AZP-81_S2_L1_polyg	10458018.0	0.0	0.0	25228.0	0.0
Pool-1-003-AZP-82_S3_L1_polyg	30764872.0	0.0	0.0	9914.0	0.0
Pool-1-004-AZP-83_S4_L1_polyg	43459238.0	0.0	0.0	1320.0	0.0
Pool-1-005-AZP-84_S5_L1_polyg	29744626.0	0.0	0.0	32130.0	0.0
Pool-1-006-AZP-85_S6_L1_polyg	15567088.0	0.0	0.0	1388.0	0.0
Pool-1-007-AZP-86_S7_L1_polyg	28267850.0	0.0	0.0	9072.0	0.0
Pool-1-008-AZP-87_S8_L1_polyg	32549236.0	0.0	0.0	17840.0	0.0
Pool-1-009-AZP-88_S9_L1_polyg	41726672.0	0.0	0.0	13518.0	0.0
Pool-1-010-AZP-89_S10_L1_polyg	18544530.0	0.0	0.0	4094.0	0.0
Pool-1-011-AZP-90_S11_L1_polyg	11784168.0	0.0	0.0	67106.0	0.0
Pool-1-012-AZP-91_S12_L1_polyg	19372706.0	0.0	0.0	1588.0	0.0
Pool-1-013-AZP-92_S13_L1_polyg	38627304.0	0.0	0.0	4236.0	0.0
Pool-1-014-AZP-93_S14_L1_polyg	34640766.0	0.0	0.0	1946.0	0.0
Pool-1-015-AZP-94_S15_L1_polyg	49395594.0	0.0	0.0	18068.0	0.0
Pool-1-016-AZP-95_S16_L1_polyg	46569366.0	0.0	0.0	7734.0	0.0
Pool-1-017-AZP-96_S17_L1_polyg	29276786.0	0.0	0.0	17950.0	0.0
Pool-1-018-AZP-97_S18_L1_polyg	43204000.0	0.0	0.0	2616.0	0.0
Pool-1-019-AZP-98_S19_L1_polyg	38234686.0	0.0	0.0	4382.0	0.0
Pool-1-020-AZP-99_S20_L1_polyg	65111616.0	0.0	0.0	10200.0	0.0
Pool-1-021-AZP-100_S21_L1_polyg	35867936.0	0.0	0.0	42898.0	0.0
Pool-1-022-AZP-101_S22_L1_polyg	39292212.0	0.0	0.0	12796.0	0.0
Pool-1-023-AZP-102_S23_L1_polyg	29439382.0	0.0	0.0	10622.0	0.0
Pool-1-024-AZP-103_S24_L1_polyg	42070386.0	0.0	0.0	6624.0	0.0
Pool-1-025-AZP-104_S25_L1_polyg	47668872.0	0.0	0.0	3594.0	0.0
Pool-1-026-AZP-105_S26_L1_polyg	19427414.0	0.0	0.0	9042.0	0.0
Pool-1-027-AZP-106_S27_L1_polyg	29373732.0	0.0	0.0	7262.0	0.0
Pool-1-028-AZP-107_S28_L1_polyg	45427250.0	0.0	0.0	2842.0	0.0
Pool-1-029-AZP-108_S29_L1_polyg	47579906.0	0.0	0.0	3080.0	0.0
Pool-1-030-AZP-109_S30_L1_polyg	33294672.0	0.0	0.0	7640.0	0.0
Pool-1-031-AZP-110_S31_L1_polyg	27602596.0	0.0	0.0	7854.0	0.0
Pool-1-032-AZP-111_S32_L1_polyg	38636158.0	0.0	0.0	7890.0	0.0
Pool-1-033-AZP-112_S33_L1_polyg	50462588.0	0.0	0.0	18726.0	0.0
Pool-1-034-AZP-113_S34_L1_polyg	86694940.0	0.0	0.0	25736.0	0.0
Pool-1-035-AZP-114_S35_L1_polyg	46182612.0	0.0	0.0	18560.0	0.0
Pool-1-036-AZP-115_S36_L1_polyg	71584438.0	0.0	0.0	19756.0	0.0
Pool-1-037-AZP-116_S37_L1_polyg	35680470.0	0.0	0.0	6856.0	0.0
Pool-1-038-AZP-117_S38_L1_polyg	9167396.0	0.0	0.0	1740.0	0.0
Pool-1-039-AZP-118_S39_L1_polyg	58015340.0	0.0	0.0	14066.0	0.0
Pool-1-040-AZP-119_S40_L1_polyg	36074540.0	0.0	0.0	6590.0	0.0
Pool-1-041-AZP-120_S41_L1_polyg	32307934.0	0.0	0.0	18200.0	0.0
Pool-1-042-AZP-121_S42_L1_polyg	41609054.0	0.0	0.0	32632.0	0.0
Pool-1-043-AZP-122_S43_L1_polyg	37758530.0	0.0	0.0	14928.0	0.0
Pool-1-044-AZP-123_S44_L1_polyg	26408536.0	0.0	0.0	6800.0	0.0
Pool-1-045-AZP-124_S45_L1_polyg	41038730.0	0.0	0.0	5934.0	0.0
Pool-1-046-AZP-125_S46_L1_polyg	34488862.0	0.0	0.0	1644.0	0.0
Pool-1-047-AZP-126_S47_L1_polyg	55152594.0	0.0	0.0	9480.0	0.0
Pool-1-048-AZP-127_S48_L1_polyg	46087048.0	0.0	0.0	10492.0	0.0
Pool-1-049-AZP-128_S49_L1_polyg	38653816.0	0.0	0.0	3274.0	0.0
Pool-1-050-AZP-129_S50_L1_polyg	49599188.0	0.0	0.0	7626.0	0.0
Pool-1-051-AZP-130_S51_L1_polyg	37324342.0	0.0	0.0	1334.0	0.0
Pool-1-052-AZP-131_S52_L1_polyg	34044776.0	0.0	0.0	1084.0	0.0
Pool-1-053-AZP-132_S53_L1_polyg	26507280.0	0.0	0.0	5406.0	0.0
Pool-2-001-AZP-133_S1_L1_polyg	30579080.0	0.0	0.0	3704.0	0.0
Pool-2-002-AZP-134_S2_L1_polyg	37479958.0	0.0	0.0	12686.0	0.0
Pool-2-003-AZP-135_S3_L1_polyg	47869550.0	0.0	0.0	5376.0	0.0
Pool-2-004-AZP-136_S4_L1_polyg	40410132.0	0.0	0.0	2722.0	0.0
Pool-2-005-AZP-137_S5_L1_polyg	11943362.0	0.0	0.0	2036.0	0.0
Pool-2-006-AZP-138_S6_L1_polyg	41901784.0	0.0	0.0	1330.0	0.0
Pool-2-007-AZP-139_S7_L1_polyg	38691478.0	0.0	0.0	5960.0	0.0
Pool-2-008-AZP-140_S8_L1_polyg	26540698.0	0.0	0.0	4646.0	0.0
Pool-2-009-AZP-141_S9_L1_polyg	38777366.0	0.0	0.0	6412.0	0.0
Pool-2-010-AZP-142_S10_L1_polyg	22338934.0	0.0	0.0	2494.0	0.0
Pool-2-011-AZP-143_S11_L1_polyg	34764652.0	0.0	0.0	9420.0	0.0
Pool-2-012-AZP-144_S12_L1_polyg	31288960.0	0.0	0.0	3474.0	0.0
Pool-2-013-AZP-145_S13_L1_polyg	7187000.0	0.0	0.0	2778.0	0.0
Pool-2-014-AZP-146_S14_L1_polyg	36012376.0	0.0	0.0	1430.0	0.0
Pool-2-015-AZP-147_S15_L1_polyg	58243014.0	0.0	0.0	20062.0	0.0
Pool-2-016-AZP-148_S16_L1_polyg	33945334.0	0.0	0.0	2130.0	0.0
Pool-2-017-AZP-149_S17_L1_polyg	32757948.0	0.0	0.0	2502.0	0.0
Pool-2-018-AZP-150_S18_L1_polyg	47797602.0	0.0	0.0	13990.0	0.0
Pool-2-019-AZP-151_S19_L1_polyg	40069982.0	0.0	0.0	24462.0	0.0
Pool-2-020-AZP-152_S20_L1_polyg	21005742.0	0.0	0.0	2074.0	0.0
Pool-2-021-AZP-153_S21_L1_polyg	45727212.0	0.0	0.0	7422.0	0.0
Pool-2-022-AZP-154_S22_L1_polyg	32682104.0	0.0	0.0	9110.0	0.0
Pool-2-023-AZP-155_S23_L1_polyg	90809386.0	0.0	0.0	14526.0	0.0
Pool-2-024-AZP-156_S24_L1_polyg	47234778.0	0.0	0.0	6118.0	0.0
Pool-2-025-AZP-157_S25_L1_polyg	27232398.0	0.0	0.0	7228.0	0.0
Pool-2-026-AZP-158_S26_L1_polyg	27191882.0	0.0	0.0	4330.0	0.0
Pool-2-027-AZP-159_S27_L1_polyg	31916922.0	0.0	0.0	11090.0	0.0
Pool-2-028-AZP-160_S28_L1_polyg	20843218.0	0.0	0.0	3000.0	0.0
Pool-2-029-AZP-161_S29_L1_polyg	38260840.0	0.0	0.0	9250.0	0.0
Pool-2-030-AZP-162_S30_L1_polyg	23800594.0	0.0	0.0	5682.0	0.0
Pool-2-031-AZP-163_S31_L1_polyg	30990148.0	0.0	0.0	5602.0	0.0
Pool-2-032-AZP-164_S32_L1_polyg	31965880.0	0.0	0.0	21510.0	0.0
Pool-2-033-AZP-165_S33_L1_polyg	47462712.0	0.0	0.0	2584.0	0.0
Pool-2-034-AZP-166_S34_L1_polyg	44659654.0	0.0	0.0	4642.0	0.0
Pool-2-035-AZP-167_S35_L1_polyg	32312216.0	0.0	0.0	12386.0	0.0
Pool-2-036-AZP-168_S36_L1_polyg	25954890.0	0.0	0.0	2412.0	0.0
Pool-2-037-AZP-169_S37_L1_polyg	33969110.0	0.0	0.0	84016.0	0.0
Pool-2-038-AZP-170_S38_L1_polyg	37614422.0	0.0	0.0	3834.0	0.0
Pool-2-039-AZP-171_S39_L1_polyg	32440318.0	0.0	0.0	18328.0	0.0
Pool-2-040-AZP-172_S40_L1_polyg	19447234.0	0.0	0.0	3142.0	0.0
Pool-2-041-AZP-173_S41_L1_polyg	25412442.0	0.0	0.0	4990.0	0.0
Pool-2-042-AZP-174_S42_L1_polyg	45231192.0	0.0	0.0	28658.0	0.0
Pool-2-043-AZP-175_S43_L1_polyg	33892166.0	0.0	0.0	6602.0	0.0
Pool-2-044-AZP-176_S44_L1_polyg	42593524.0	0.0	0.0	2822.0	0.0
Pool-2-045-AZP-177_S45_L1_polyg	39169676.0	0.0	0.0	4262.0	0.0
Pool-2-046-AZP-178_S46_L1_polyg	40774554.0	0.0	0.0	1606.0	0.0
Pool-2-047-AZP-179_S47_L1_polyg	36500770.0	0.0	0.0	2372.0	0.0
Pool-2-048-AZP-180_S48_L1_polyg	30240258.0	0.0	0.0	4208.0	0.0
Pool-2-049-AZP-181_S49_L1_polyg	34111626.0	0.0	0.0	41580.0	0.0
Pool-2-050-AZP-182_S50_L1_polyg	38199026.0	0.0	0.0	8310.0	0.0
Pool-2-051-AZP-183_S51_L1_polyg	39024460.0	0.0	0.0	1438.0	0.0
Pool-2-052-AZP-184_S52_L1_polyg	43636148.0	0.0	0.0	2074.0	0.0
Pool-2-053-AZP-185_S53_L1_polyg	62083148.0	0.0	0.0	16946.0	0.0
Pool-3-000-UDI_25_S2_L1_polyg	3954502.0	0.0	0.0	5244.0	0.0
Pool-3-000-UDI_26_S3_L1_polyg	1978692.0	0.0	0.0	1516.0	0.0
Pool-3-000-UDI_27_S4_L1_polyg	1622310.0	0.0	0.0	2066.0	0.0
Pool-3-000-UDI_28_S1_L1_polyg	11570298.0	0.0	0.0	9884.0	0.0
Pool-3-001-AZP-186_S5_L1_polyg	35662520.0	0.0	0.0	6744.0	0.0
Pool-3-002-AZP-187_S6_L1_polyg	37141220.0	0.0	0.0	5434.0	0.0
Pool-3-003-AZP-188_S7_L1_polyg	34151808.0	0.0	0.0	1754.0	0.0
Pool-3-004-AZP-189_S8_L1_polyg	32041662.0	0.0	0.0	4570.0	0.0
Pool-3-005-AZP-190_S9_L1_polyg	37391180.0	0.0	0.0	4430.0	0.0
Pool-3-006-AZP-191_S10_L1_polyg	28128630.0	0.0	0.0	6912.0	0.0
Pool-3-007-AZP-192_S11_L1_polyg	44137502.0	0.0	0.0	8330.0	0.0
Pool-3-008-AZP-193_S12_L1_polyg	34370144.0	0.0	0.0	11442.0	0.0
Pool-3-009-AZP-194_S13_L1_polyg	40756744.0	0.0	0.0	9962.0	0.0
Pool-3-010-AZP-195_S14_L1_polyg	38204198.0	0.0	0.0	16024.0	0.0
Pool-3-011-AZP-196_S15_L1_polyg	39690862.0	0.0	0.0	2818.0	0.0
Pool-3-012-AZP-197_S16_L1_polyg	37307050.0	0.0	0.0	4372.0	0.0
Pool-3-013-AZP-198_S17_L1_polyg	31687228.0	0.0	0.0	1438.0	0.0
Pool-3-014-AZP-199_S18_L1_polyg	23000610.0	0.0	0.0	2488.0	0.0
Pool-3-015-AZP-200_S19_L1_polyg	32205620.0	0.0	0.0	4750.0	0.0
Pool-3-016-AZP-201_S20_L1_polyg	34982774.0	0.0	0.0	16598.0	0.0
Pool-3-017-AZP-202_S21_L1_polyg	34214600.0	0.0	0.0	8346.0	0.0
Pool-3-018-AZP-203_S22_L1_polyg	27113762.0	0.0	0.0	2504.0	0.0
Pool-3-019-AZP-204_S23_L1_polyg	32193808.0	0.0	0.0	1848.0	0.0
Pool-3-020-AZP-205_S24_L1_polyg	34479026.0	0.0	0.0	1450.0	0.0
Pool-3-021-AZP-206_S25_L1_polyg	48598116.0	0.0	0.0	3256.0	0.0
Pool-3-022-AZP-207_S26_L1_polyg	30344842.0	0.0	0.0	3192.0	0.0
Pool-3-023-AZP-208_S27_L1_polyg	39885930.0	0.0	0.0	7960.0	0.0
Pool-3-024-AZP-209_S28_L1_polyg	61232988.0	0.0	0.0	19028.0	0.0
Pool-3-025-AZP-210_S29_L1_polyg	32155938.0	0.0	0.0	4656.0	0.0
Pool-3-026-AZP-211_S30_L1_polyg	33198416.0	0.0	0.0	5928.0	0.0
Pool-3-027-AZP-212_S31_L1_polyg	36396318.0	0.0	0.0	2882.0	0.0
Pool-3-028-AZP-213_S32_L1_polyg	28975440.0	0.0	0.0	2094.0	0.0
Pool-3-029-AZP-214_S33_L1_polyg	33437032.0	0.0	0.0	2468.0	0.0
Pool-3-030-AZP-215_S34_L1_polyg	34015376.0	0.0	0.0	17470.0	0.0
Pool-3-031-AZP-216_S35_L1_polyg	44318902.0	0.0	0.0	7120.0	0.0
Pool-3-032-AZP-217_S36_L1_polyg	44033106.0	0.0	0.0	15382.0	0.0
Pool-3-033-AZP-218_S37_L1_polyg	38186308.0	0.0	0.0	2244.0	0.0
Pool-3-034-AZP-219_S38_L1_polyg	36380906.0	0.0	0.0	5996.0	0.0
Pool-3-035-AZP-220_S39_L1_polyg	45377426.0	0.0	0.0	6696.0	0.0
Pool-3-036-AZP-221_S40_L1_polyg	36188008.0	0.0	0.0	1464.0	0.0
Pool-3-037-AZP-222_S41_L1_polyg	33011542.0	0.0	0.0	9374.0	0.0
Pool-3-038-AZP-223_S42_L1_polyg	35868798.0	0.0	0.0	4914.0	0.0
Pool-3-039-AZP-224_S43_L1_polyg	43594534.0	0.0	0.0	12020.0	0.0
Pool-3-040-AZP-225_S44_L1_polyg	54573872.0	0.0	0.0	9200.0	0.0
Pool-3-041-AZP-226_S45_L1_polyg	46894818.0	0.0	0.0	7062.0	0.0
Pool-3-042-AZP-227_S46_L1_polyg	33988184.0	0.0	0.0	2628.0	0.0
Pool-3-043-AZP-228_S47_L1_polyg	44285762.0	0.0	0.0	3128.0	0.0
Pool-3-044-AZP-229_S48_L1_polyg	38881510.0	0.0	0.0	6298.0	0.0
Pool-3-045-AZP-230_S49_L1_polyg	32642662.0	0.0	0.0	6742.0	0.0
Pool-3-046-AZP-231_S50_L1_polyg	43686710.0	0.0	0.0	4610.0	0.0
Pool-3-047-AZP-232_S51_L1_polyg	36389956.0	0.0	0.0	5012.0	0.0
Pool-3-048-AZP-233_S52_L1_polyg	36629864.0	0.0	0.0	9050.0	0.0
Pool-3-049-AZP-234_S53_L1_polyg	26561278.0	0.0	0.0	2396.0	0.0
Pool-3-050-AZP-235_S54_L1_polyg	45064904.0	0.0	0.0	5558.0	0.0
Pool-3-051-AZP-236_S55_L1_polyg	38020080.0	0.0	0.0	3560.0	0.0
Pool-3-052-AZP-237_S56_L1_polyg	44676134.0	0.0	0.0	59478.0	0.0
Pool-3-053-AZP-E11_S57_L1_polyg	632.0	0.0	0.0	0.0	0.0
Pool-3-054-AZP-E12_S58_L1_polyg	5678.0	0.0	0.0	0.0	0.0
Pool-3-055-AZP-E13_S59_L1_polyg	1266.0	0.0	0.0	0.0	0.0
Pool-3-056-AZP-E14_S60_L1_polyg	2116.0	0.0	0.0	4.0	0.0
