tax_id	scientific_name	sample_alias	sample_title	sample_description	project name	collection date	geographic location (country and/or sea)	geographic location (latitude)	geographic location (longitude)	broad-scale environmental context	local environmental context	environmental medium
410658	Bos metagenome	17009.F1	AZP_093	Metagenome from archaeological sample	PRJEB63473	Poland	52.79886	18.26387	anatomical entity environment	bone	Scapula
410658	Equus metagenome	20509.F1	AZP_094	Metagenome from archaeological sample	PRJEB63473	Poland	52.79886	18.26387	anatomical entity environment	bone	Astragalus
410658	Sus metagenome	23809.F6	AZP_095	Metagenome from archaeological sample	PRJEB63473	Poland	52.79886	18.26387	anatomical entity environment	bone	Fibula
410658	Sus metagenome	26809.F1	AZP_096	Metagenome from archaeological sample	PRJEB63473	Poland	52.79886	18.26387	anatomical entity environment	bone	Humerus
410658	Bos metagenome	26809.F3	AZP_097	Metagenome from archaeological sample	PRJEB63473	Poland	52.79886	18.26387	anatomical entity environment	bone	Calcaneus
410658	Bos metagenome	C468.F8	AZP_098	Metagenome from archaeological sample	PRJEB63473	Poland	52.13764	20.52185	anatomical entity environment	bone	Vertebra	 thoracic
410658	Bos metagenome	D1312.F37	AZP_099	Metagenome from archaeological sample	PRJEB63473	Poland	52.13764	20.52185	anatomical entity environment	bone	Femur
410658	Bos metagenome	108.F55	AZP_100	Metagenome from archaeological sample	PRJEB63473	Poland	52.18091	20.74727	anatomical entity environment	bone	Long bone
410658	Bos metagenome	108.F56	AZP_101	Metagenome from archaeological sample	PRJEB63473	Poland	52.18091	20.74727	anatomical entity environment	bone	Long bone
410658	Sus metagenome	P04/F/041/F1	AZP_102	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Meles metagenome	P04/F/041/F2	AZP_103	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Pelvis
410658	Sus metagenome	P04/F/041/F3	AZP_104	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Patella
410658	Bos metagenome	P04/F/041/F4	AZP_105	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Carpal
410658	Cervus metagenome	P04/F/041/F5	AZP_106	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Phalanx III
410658	Sus metagenome	P04/F/051/F1	AZP_107	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metacarpal V
410658	Bos metagenome	P06/F/318/F1	AZP_108	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Astragalus
410658	Sus metagenome	P06/F/318/F2	AZP_109	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Maxilla
410658	Sus metagenome	P06/F/318/F3	AZP_110	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Maxilla
410658	Sus metagenome	P06/F/318/F4	AZP_111	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Sus metagenome	P06/F/318/F5	AZP_112	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Sus metagenome	P06/F/318/F6	AZP_113	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Ulna
410658	Sus metagenome	P06/F/318/F7	AZP_114	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tarsals
410658	Sus metagenome	P06/F/318/F8	AZP_115	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Skull
410658	Ovis metagenome	P07/B/503/F1.1	AZP_116	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Ovis metagenome	P07/B/503/F1.2	AZP_117	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Capra metagenome	P08/F/904/F1	AZP_118	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Small ruminant metagenome	P09/B/705 /F1	AZP_119	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	P09/F/168/F1	AZP_120	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Small ruminant metagenome	P09/F/621/F1	AZP_121	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Small ruminant metagenome	P09/F/623/F1	AZP_122	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	P10/F/315/F1	AZP_123	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Sus metagenome	P11/F/516/F1	AZP_124	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Pelvis
410658	Sus metagenome	P11/F/516/F2	AZP_125	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Lumbar vertebra
410658	Sus metagenome	P11/F/516/F3	AZP_126	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Lumbar vertebra
410658	Bos metagenome	P18/F-OST/180/F1	AZP_127	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Humerus
410658	Bos metagenome	P18/F-OST/180/F2	AZP_128	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Bos metagenome	P18/F-OST/180/F3	AZP_129	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metatarsal III+IV
410658	Bos metagenome	P18/F-OST/180/F4	AZP_130	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Pelvis
410658	Bos metagenome	P18/F-OST/180/F5	AZP_131	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Astragalus
410658	Small ruminant metagenome	P18/F-OST/180/F6	AZP_132	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Cervus metagenome	P18/F-OST/180/F7	AZP_133	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Sus metagenome	P18/F-OST/180/F8	AZP_134	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Bos metagenome	P18/F/718/F1	AZP_135	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P18/F/728/F1	AZP_136	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Astragalus
410658	Bos metagenome	P18/F/736/F1	AZP_137	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P18/F/766/F1	AZP_138	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Calcaneus
410658	Bos metagenome	P18/L/300bd/F1	AZP_139	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metacarpal III+IV
410658	Bos metagenome	P18/L/300bd/F2	AZP_140	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metatarsal III+IV
410658	Canis metagenome	P18/L/303/F1	AZP_141	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Sus metagenome	P18/L/310/F1	AZP_142	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Ulna
410658	Ovis metagenome	P18/L/310/F2	AZP_143	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Humerus
410658	Sus metagenome	P18/L/311/F1	AZP_144	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Second phalanx
410658	Ovis metagenome	P18/L/311/F2	AZP_145	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metacarpal III+IV
410658	Bos metagenome	P18/L/313/F1	AZP_146	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Sus metagenome	P18/L/313/F2	AZP_147	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Canis metagenome	P18/T/200/F1	AZP_148	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Canis metagenome	P18/T/201/F1	AZP_149	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth (mandible)
410658	Bos metagenome	P19/F-OST/178/F1	AZP_150	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/F-OST/194/F1	AZP_151	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	cervical vertebra
410658	Bos metagenome	P19/F-OST/194/F2	AZP_152	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Bos metagenome	P19/F-OST/194/F3	AZP_153	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metatarsal III+IV
410658	Bos metagenome	P19/F-OST/194/F4	AZP_154	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Indeterminate
410658	Ovis metagenome	P19/F-OST/194/F5	AZP_155	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Capra metagenome	P19/F-OST/194/F6	AZP_156	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Canis metagenome	P19/F-OST/195/F1	AZP_157	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Bos metagenome	P19/F-OST/195/F2	AZP_158	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Bos metagenome	P19/F-OST/195/F3	AZP_159	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Metatarsal III+IV
410658	Bos metagenome	P19/F-OST/195/F4	AZP_160	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Femur
410658	Bos metagenome	P19/F-OST/195/F5	AZP_161	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Thoracic vertebra
410658	Bos metagenome	P19/F-OST/218/F1	AZP_162	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Scapula
410658	Bos metagenome	P19/F-OST/220/F1	AZP_163	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Pelvis
410658	Bos metagenome	P19/F-OST/220/F2	AZP_164	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/F-OST/237/F1	AZP_165	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Bos metagenome	P19/F-OST/237/F2	AZP_166	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Mandible
410658	Bos metagenome	P19/F-OST/238/F1	AZP_167	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Radius and ulna
410658	Ovis metagenome	P19/F-OST/265/F1	AZP_168	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Indeterminate
410658	Bos metagenome	P19/F-OST/277/F1	AZP_169	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Rib
410658	Bos metagenome	P19/F-OST/277/F2	AZP_170	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Humerus
410658	Sus metagenome	P19/F/907(a)/F1	AZP_171	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Long bone
410658	Sus metagenome	P19/F/907(d)/F1	AZP_172	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Pelvis
410658	Bos metagenome	P19/F/907(j)/F1	AZP_173	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/F907(j)/F2	AZP_174	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Caudal vertebra
410658	Small ruminant metagenome	P19/F/939/F1	AZP_175	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/O/701/F1	AZP_176	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Third phalanx
410658	Bos metagenome	P19/O/703/F1	AZP_177	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/O/704/F1	AZP_178	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/O/715/F1	AZP_179	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/O/715/F2	AZP_180	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/T/802/F1	AZP_181	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/T/807/F1	AZP_182	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth
410658	Bos metagenome	P19/T/809/F1	AZP_183	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Astragalus
410658	Canis metagenome	P19/W/660/F1	AZP_184	Metagenome from archaeological sample	PRJEB63473	Moldova	47.91704	27.87686	anatomical entity environment	bone	Tooth	 canine (mandible)
410658	Ovis metagenome	TB08/KF-106/F1	AZP_185	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Small ruminant metagenome	TB08/KF-106/F2	AZP_186	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Cervical vertebra
410658	Small ruminant metagenome	TB08/KF-124/F1	AZP_187	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB08/KF-147/F1	AZP_188	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Small ruminant metagenome	TB08/KF-147/F2	AZP_189	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB08/KF-152/F1	AZP_190	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Thoracic vertebra
410658	Ovis metagenome	TB08/KF-152/F2	AZP_191	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Ovis metagenome	TB08/KF-152/F3	AZP_192	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Ovis metagenome	TB08/KF-154/F1	AZP_193	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tibia
410658	Small ruminant metagenome	TB08/KF-154/F2	AZP_194	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Metatarsal III+IV
410658	Small ruminant metagenome	TB08/KF-172/F1	AZP_195	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Bos metagenome	TB08/KF-172/F2	AZP_196	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Bos metagenome	TB08/KF-176/F1	AZP_197	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Astragalus
410658	Gazella metagenome	TB08/KF-176/F2	AZP_198	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Ovis metagenome	TB08/KF-215/F1	AZP_199	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Femur
410658	Ovis metagenome	TB08/KF-215/F2	AZP_200	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Metatarsal III+IV
410658	Ovis metagenome	TB08/KF-215/F3	AZP_201	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Metatarsal III+IV
410658	Small ruminant metagenome	TB08/KF-215/F4	AZP_202	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Long bone
410658	Ovis metagenome	TB08/KF-216/F1	AZP_203	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Pelvis
410658	Ovis metagenome	TB08/KF-216/F2	AZP_204	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Atlas
410658	Ovis metagenome	TB08/KF-216/F3	AZP_205	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Axis
410658	Ovis metagenome	TB08/KF-219/F1	AZP_206	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Ovis metagenome	TB08/KF-219/F2	AZP_207	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Calcaneus
410658	Ovis metagenome	TB08/KF-224/F1	AZP_208	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tibia
410658	Ovis metagenome	TB08/KF-224/F2	AZP_209	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Bos metagenome	TB08/KF-235/F1	AZP_210	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Bos metagenome	TB08/KF-235/F2	AZP_211	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Humerus
410658	Ovis metagenome	TB08/KF-236/F1	AZP_212	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Axis
410658	Gazella metagenome	TB08/KF-236/F2	AZP_213	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Gazella metagenome	TB08/KF-253/F1	AZP_214	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Third phalanx
410658	Bos metagenome	TB08/KF-253/F2	AZP_215	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Humerus
410658	Ovis metagenome	TB08/KF-255/F1	AZP_216	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB08/KF-255/F2	AZP_217	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Radius
410658	Small ruminant metagenome	TB08/KF-266/F1	AZP_218	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB08/KF-302/F1	AZP_219	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Skull	 eye socket
410658	Ovis metagenome	TB08/KF-302/F2	AZP_220	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-657/F1	AZP_221	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Skull
410658	Ovis metagenome	TB10/KF-657/F2	AZP_222	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-657/F3	AZP_223	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Capra metagenome	TB10/KF-657/F4	AZP_224	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-657/F5	AZP_225	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-657/F6	AZP_226	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-696/F1	AZP_227	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Pelvis
410658	Ovis metagenome	TB10/KF-696/F2	AZP_228	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Pelvis
410658	Small ruminant metagenome	TB10/KF-711/F1	AZP_229	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-711/F2	AZP_230	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Calcaneus
410658	Small ruminant metagenome	TB10/KF-711/F3	AZP_231	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-711/F4	AZP_232	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Rib
410658	Ovis metagenome	TB10/KF-743/F1	AZP_233	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-743/F2	AZP_234	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Atlas
410658	Ovis metagenome	TB10/KF-743/F3	AZP_235	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Axis
410658	Ovis metagenome	TB10/KF-743/F4	AZP_236	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Cervical vertebra
410658	Small ruminant metagenome	TB10/KF-743/F5	AZP_237	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Humerus
410658	Ovis metagenome	TB10/KF-743/F6	AZP_238	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Ulna
410658	Ovis metagenome	TB10/KF-758/F1	AZP_239	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Long bone
410658	Ovis metagenome	TB10/KF-758/F2	AZP_240	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Capra metagenome	TB10/KF-764/F1	AZP_241	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Humerus
410658	Ovis metagenome	TB10/KF-779/F1	AZP_242	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-779/F2	AZP_243	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Pelvis
410658	Capra metagenome	TB10/KF-779/F3	AZP_244	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-779/F4	AZP_245	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-779/F5	AZP_246	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Canis metagenome	TB10/KF-792/F1	AZP_247	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth	 milk (mandible)
410658	Vulpes metagenome	TB10/KF-792/F2	AZP_248	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth
410658	Capra metagenome	TB10/KF-792/F3	AZP_249	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Capra metagenome	TB10/KF-792/F4	AZP_250	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Mandible
410658	Ovis metagenome	TB10/KF-792/F5	AZP_251	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Equus metagenome	TB10/KF-795/F1	AZP_252	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth
410658	Bos metagenome	TB10/KF-795/F2	AZP_253	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth
410658	Small ruminant metagenome	TB10/KF-795/F3	AZP_254	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (maxilla)
410658	Capra metagenome	TB10/KF-795/F4	AZP_255	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
410658	Ovis metagenome	TB10/KF-795/F5	AZP_256	Metagenome from archaeological sample	PRJEB63473	Uzbekistan	37.700000	66.800000		anatomical entity environment	bone	Tooth (mandible)
