Node	NumberOfAssignedReads
Streptococcus_intermedius_B196	2
Streptococcus_lutetiensis	1
Streptococcus_milleri	0
Streptococcus_mitis	5
Streptococcus_mitis_B6	1
Streptococcus_mutans	0
Streptococcus_oralis	6
Streptococcus_oralis_ATCC_35037	3
Streptococcus_oralis_Uo5	1
Streptococcus_oralis_subsp._oralis	1
Streptococcus_oralis_subsp._tigurinus	2
Streptococcus_parauberis	0
Streptococcus_pneumoniae	4
Streptococcus_pyogenes	1
Streptococcus_salivarius	5
Streptococcus_salivarius_CCHSS3	2
Streptococcus_sanguinis	2
Streptococcus_sanguinis_SK36	1
Streptococcus_sp._HSISM1	0
Streptococcus_suis	1
Streptococcus_thermophilus	7
Streptococcus_thermophilus_1F8CT	1
Tannerella_forsythia	0
Tannerella_forsythia_92A2	1
Treponema	1
Treponema_denticola	0
Treponema_denticola_ATCC_35405	0
Treponema_pallidum	0
Treponema_pallidum_subsp._pallidum	0
Treponema_pallidum_subsp._pertenue	0
Treponema_socranskii_subsp._buccale	1
Treponema_sp._OMZ_838	1
Treponema_vincentii	2
Veillonella_parvula	2
Veillonella_parvula_HSIVP1	3
Vesicular_stomatitis_Indiana_virus	0
Vibrio_anguillarum	0
Vibrio_cholerae	8
Vibrio_furnissii	3
Vibrio_parahaemolyticus	2
Vibrio_splendidus	0
Vibrio_vulnificus	3
Vibrio_vulnificus_NBRC_15645_=_ATCC_27562	1
Vibrio_vulnificus_VVyb1(BT3)	1
Vibrio_vulnificus_YJ016	1
Yersinia_aldovae	0
Yersinia_aldovae_670-83	19
Yersinia_aleksiciae	4
Yersinia_enterocolitica	5
Yersinia_enterocolitica_LC20	1
Yersinia_enterocolitica_subsp._palearctica_105.5R(r)	1
Yersinia_intermedia	2
Yersinia_pestis	1
Yersinia_pestis_CO92	0
Yersinia_pseudotuberculosis	1
Yersinia_pseudotuberculosis_complex	1
Yersinia_rohdei	3
Yersinia_ruckeri	0
Yersinia_similis	1
